epoch,accuracy,loss,val_accuracy,val_loss
0,0.09024856239557266,2.6809771060943604,0.10664606094360352,2.6328346729278564
1,0.09827915579080582,2.617008924484253,0.1267388015985489,2.5955464839935303
2,0.1292542964220047,2.5811755657196045,0.12519319355487823,2.56318736076355
3,0.15564054250717163,2.549301862716675,0.22102008759975433,2.5349788665771484
4,0.2271510511636734,2.52720046043396,0.2333848476409912,2.5133423805236816
5,0.2397705614566803,2.506093978881836,0.2565687894821167,2.492941379547119
6,0.2650095522403717,2.4845268726348877,0.2874806821346283,2.4692139625549316
7,0.271510511636734,2.464813709259033,0.31221020221710205,2.4521286487579346
8,0.31128108501434326,2.4515841007232666,0.29211747646331787,2.441737651824951
9,0.2971319258213043,2.4327542781829834,0.3168469965457916,2.4154887199401855
10,0.31013384461402893,2.4145402908325195,0.32457494735717773,2.4091434478759766
11,0.31434035301208496,2.403846502304077,0.3137558102607727,2.3993711471557617
12,0.3411089777946472,2.3891968727111816,0.31993818283081055,2.387242078781128
13,0.3254302144050598,2.378126382827759,0.3493044674396515,2.371856689453125
14,0.3349904417991638,2.369159460067749,0.3415765166282654,2.3603932857513428
15,0.35181644558906555,2.354440927505493,0.3338485360145569,2.355813980102539
16,0.32963672280311584,2.349336862564087,0.33230292797088623,2.3452200889587402
17,0.337667316198349,2.3430933952331543,0.3554868698120117,2.340122938156128
18,0.34608030319213867,2.3321306705474854,0.36166924238204956,2.330251455307007
19,0.3560229539871216,2.318997859954834,0.33075734972953796,2.3228206634521484
20,0.3556405305862427,2.3128726482391357,0.35857805609703064,2.3170504570007324
21,0.35143402218818665,2.298798084259033,0.36630603671073914,2.3063459396362305
22,0.3659655749797821,2.296297311782837,0.33230292797088623,2.3024895191192627
23,0.3629063069820404,2.2870261669158936,0.36166924238204956,2.2878847122192383
24,0.3652007579803467,2.280061721801758,0.3755795955657959,2.2716140747070312
25,0.36787763237953186,2.2755091190338135,0.3632148504257202,2.285280466079712
26,0.36711281538009644,2.272312641143799,0.3786707818508148,2.2618370056152344
27,0.3686424493789673,2.261364459991455,0.372488409280777,2.2466988563537598
28,0.38317400217056274,2.2541353702545166,0.36166924238204956,2.262662410736084
29,0.3655831813812256,2.254875421524048,0.37403401732444763,2.2621493339538574
30,0.3843212127685547,2.2474212646484375,0.3446677029132843,2.251466751098633
31,0.366347998380661,2.2385785579681396,0.35703244805336,2.2460579872131348
32,0.38661569356918335,2.2256758213043213,0.35394126176834106,2.2465713024139404
33,0.37667304277420044,2.230588436126709,0.3601236343383789,2.2359442710876465
34,0.3686424493789673,2.22684907913208,0.3647604286670685,2.2390763759613037
35,0.3697896897792816,2.213975191116333,0.37403401732444763,2.234581470489502
36,0.38585084676742554,2.2087695598602295,0.36939722299575806,2.2220916748046875
37,0.3697896897792816,2.2089271545410156,0.3709428012371063,2.2225310802459717
38,0.38661569356918335,2.2033209800720215,0.36939722299575806,2.222557306289673
39,0.36367112398147583,2.202195644378662,0.3833075761795044,2.2047481536865234
40,0.38929253816604614,2.195422410964966,0.4126738905906677,2.1940412521362305
41,0.3843212127685547,2.194885015487671,0.38485315442085266,2.186771869659424
42,0.3785851001739502,2.181464195251465,0.36630603671073914,2.197248935699463
43,0.3889101445674896,2.1749558448791504,0.40494590997695923,2.189682722091675
44,0.3912045955657959,2.1749515533447266,0.3709428012371063,2.198575973510742
45,0.3820267617702484,2.177419662475586,0.40030911564826965,2.1752688884735107
46,0.3969407379627228,2.1701202392578125,0.3786707818508148,2.17901873588562
47,0.38623327016830444,2.1664419174194336,0.38794437050819397,2.1671667098999023
48,0.3973231315612793,2.1584601402282715,0.372488409280777,2.1594111919403076
49,0.38317400217056274,2.1542446613311768,0.37403401732444763,2.1750473976135254
50,0.3843212127685547,2.1568233966827393,0.3956723213195801,2.1618688106536865
51,0.3977055549621582,2.1420843601226807,0.38948994874954224,2.147292375564575
52,0.40267685055732727,2.1430246829986572,0.39721792936325073,2.1586058139801025
53,0.4038240909576416,2.1415023803710938,0.3863987624645233,2.165969133377075
54,0.39885276556015015,2.1320295333862305,0.372488409280777,2.158891201019287
55,0.39235180616378784,2.1360316276550293,0.36166924238204956,2.178323745727539
56,0.4007648229598999,2.1351096630096436,0.4018547236919403,2.131382465362549
57,0.390822172164917,2.1297638416290283,0.4034003019332886,2.1377429962158203
58,0.39541110396385193,2.123314142227173,0.39721792936325073,2.142146110534668
59,0.400382399559021,2.1268961429595947,0.38794437050819397,2.1376993656158447
60,0.3850860297679901,2.1235830783843994,0.39721792936325073,2.1193084716796875
61,0.395028680562973,2.1221234798431396,0.38485315442085266,2.1369972229003906
62,0.4015296399593353,2.10882306098938,0.3941267430782318,2.124333143234253
63,0.4007648229598999,2.1123852729797363,0.3910355567932129,2.108234405517578
64,0.400382399559021,2.102957248687744,0.4064914882183075,2.1097466945648193
65,0.4328871965408325,2.0958309173583984,0.3987635374069214,2.1278679370880127
66,0.39579349756240845,2.1145336627960205,0.39721792936325073,2.1195261478424072
67,0.4061185419559479,2.10135555267334,0.4018547236919403,2.12480092048645
68,0.41147226095199585,2.0945959091186523,0.39721792936325073,2.1187548637390137
69,0.3942638635635376,2.0997273921966553,0.3987635374069214,2.107470989227295
70,0.41223710775375366,2.0788841247558594,0.37403401732444763,2.1305081844329834
71,0.4160611927509308,2.079710006713867,0.3802163898944855,2.104659080505371
72,0.39541110396385193,2.0933845043182373,0.42349305748939514,2.0903406143188477
73,0.39311662316322327,2.0925261974334717,0.3941267430782318,2.1126513481140137
74,0.41147226095199585,2.0768651962280273,0.3941267430782318,2.0938549041748047
75,0.39579349756240845,2.09138560295105,0.40494590997695923,2.105961561203003
76,0.3942638635635376,2.0806546211242676,0.3987635374069214,2.0973572731018066
77,0.4191204607486725,2.07277250289917,0.38485315442085266,2.1059701442718506
78,0.40879541635513306,2.0709311962127686,0.43431222438812256,2.0798299312591553
79,0.4034416973590851,2.0667624473571777,0.3802163898944855,2.093341112136841
80,0.40191203355789185,2.075204372406006,0.4034003019332886,2.0977554321289062
81,0.40803059935569763,2.066129446029663,0.3941267430782318,2.0861613750457764
82,0.4011472165584564,2.0686044692993164,0.4095826745033264,2.075927734375
83,0.41147226095199585,2.0639584064483643,0.4018547236919403,2.0845563411712646
84,0.4187380373477936,2.056326150894165,0.3786707818508148,2.071596145629883
85,0.41185468435287476,2.063645839691162,0.43122100830078125,2.063509464263916
86,0.40879541635513306,2.0637364387512207,0.414219468832016,2.0656895637512207
87,0.41147226095199585,2.0542984008789062,0.42812982201576233,2.0692098140716553
88,0.419502854347229,2.058485269546509,0.39721792936325073,2.067564010620117
89,0.42409178614616394,2.0470521450042725,0.4173106551170349,2.061168670654297
90,0.41147226095199585,2.0385689735412598,0.40803709626197815,2.0544567108154297
91,0.4168260097503662,2.0293128490448,0.3987635374069214,2.070553779602051
92,0.4156787693500519,2.035053014755249,0.3941267430782318,2.0757923126220703
93,0.4126195013523102,2.0345618724823,0.4034003019332886,2.047916889190674
94,0.4164435863494873,2.036264419555664,0.39258113503456116,2.0626039505004883
95,0.42065009474754333,2.0219030380249023,0.4064914882183075,2.0596210956573486
96,0.41453155875205994,2.028611898422241,0.3987635374069214,2.0512654781341553
97,0.4225621521472931,2.0294687747955322,0.4018547236919403,2.049612522125244
98,0.42409178614616394,2.022789478302002,0.44667696952819824,2.0315680503845215
99,0.419502854347229,2.0192737579345703,0.41576507687568665,2.0471243858337402
100,0.4133843183517456,2.032571315765381,0.4034003019332886,2.0435588359832764
101,0.4233269691467285,2.025665760040283,0.41576507687568665,2.0170421600341797
102,0.4260038137435913,2.0220344066619873,0.4219474494457245,2.0344738960266113
103,0.4229445457458496,2.0190176963806152,0.4219474494457245,2.039525270462036
104,0.4256214201450348,2.0141568183898926,0.40803709626197815,2.0443015098571777
105,0.4164435863494873,2.024097442626953,0.40803709626197815,2.031568765640259
106,0.42485660314559937,2.0143842697143555,0.4219474494457245,2.0407183170318604
107,0.4221797287464142,2.009035110473633,0.3987635374069214,2.042515516281128
108,0.42715105414390564,2.0193569660186768,0.4126738905906677,2.0344126224517822
109,0.4164435863494873,2.0063393115997314,0.40494590997695923,2.0369460582733154
110,0.42103251814842224,1.9992200136184692,0.41885626316070557,2.0171101093292236
111,0.42370936274528503,1.9987601041793823,0.41885626316070557,2.0399019718170166
112,0.4103250503540039,2.01938796043396,0.42349305748939514,2.014993906021118
113,0.4198852777481079,1.9933898448944092,0.42658424377441406,2.0192911624908447
114,0.42447417974472046,1.9960145950317383,0.4064914882183075,2.027414321899414
115,0.43059274554252625,2.001420259475708,0.40494590997695923,2.03452467918396
116,0.4252389967441559,1.9983993768692017,0.43894898891448975,2.0172150135040283
117,0.43403440713882446,1.9972598552703857,0.41576507687568665,2.0157406330108643
118,0.42409178614616394,2.0072662830352783,0.40494590997695923,2.0295984745025635
119,0.40841299295425415,2.0073397159576416,0.42349305748939514,2.0136661529541016
120,0.4229445457458496,1.9978448152542114,0.4018547236919403,2.039341688156128
121,0.4168260097503662,1.99614679813385,0.40803709626197815,2.012845993041992
122,0.42179733514785767,2.005634069442749,0.41576507687568665,2.0259456634521484
123,0.43326959013938904,1.9792448282241821,0.40803709626197815,2.0071606636047363
124,0.43059274554252625,1.9863393306732178,0.3987635374069214,2.011598825454712
125,0.42409178614616394,1.9829715490341187,0.38948994874954224,2.0365371704101562
126,0.4229445457458496,1.9947125911712646,0.41576507687568665,2.007624626159668
127,0.4225621521472931,1.9792715311050415,0.42658424377441406,2.00382924079895
128,0.43441683053970337,1.9819397926330566,0.4126738905906677,2.0089423656463623
129,0.43021032214164734,1.986177682876587,0.3910355567932129,2.0211338996887207
130,0.4233269691467285,1.9851919412612915,0.40803709626197815,1.9777709245681763
131,0.4168260097503662,1.982380986213684,0.44667696952819824,1.9814581871032715
132,0.4164435863494873,1.994286298751831,0.43122100830078125,1.9971469640731812
133,0.4282982647418976,1.9757614135742188,0.41576507687568665,2.004051923751831
134,0.4198852777481079,1.9709025621414185,0.4126738905906677,2.0152382850646973
135,0.4229445457458496,1.9766377210617065,0.42658424377441406,1.984788179397583
136,0.4263862371444702,1.9681637287139893,0.4126738905906677,1.9927353858947754
137,0.42715105414390564,1.9633537530899048,0.4064914882183075,1.9948339462280273
138,0.4290631115436554,1.9609911441802979,0.4219474494457245,1.9900691509246826
139,0.4221797287464142,1.9639302492141724,0.4219474494457245,1.9989774227142334
140,0.42447417974472046,1.9745506048202515,0.4219474494457245,1.9838967323303223
141,0.4202677011489868,1.9726693630218506,0.4173106551170349,2.0028250217437744
142,0.4328871965408325,1.9578582048416138,0.41885626316070557,1.986588478088379
