epoch,accuracy,loss,val_accuracy,val_loss
0,0.13154876232147217,2.6178951263427734,0.22411128878593445,2.378772258758545
1,0.2623327076435089,2.2805778980255127,0.32302936911582947,2.1701619625091553
2,0.34875717759132385,2.0795955657958984,0.3647604286670685,2.038468360900879
3,0.3934990465641022,1.9685367345809937,0.4219474494457245,1.9423776865005493
4,0.41453155875205994,1.8621946573257446,0.3987635374069214,1.8932960033416748
5,0.43403440713882446,1.7996689081192017,0.40030911564826965,1.8244246244430542
6,0.4550669193267822,1.7448310852050781,0.46213293075561523,1.757246732711792
7,0.4577437937259674,1.7065390348434448,0.4605873227119446,1.712908148765564
8,0.47839388251304626,1.6576861143112183,0.47758886218070984,1.6719746589660645
9,0.4956022799015045,1.6117808818817139,0.48840802907943726,1.656319260597229
10,0.49713194370269775,1.5908869504928589,0.48068004846572876,1.6339435577392578
11,0.5101338624954224,1.5422050952911377,0.49304482340812683,1.5943939685821533
12,0.5208413004875183,1.5308218002319336,0.5162287354469299,1.576287031173706
13,0.513575553894043,1.508901596069336,0.5162287354469299,1.5706943273544312
14,0.5372849106788635,1.4822863340377808,0.5177743434906006,1.5236551761627197
15,0.5388145446777344,1.467134714126587,0.4976816177368164,1.5432239770889282
16,0.5307839512825012,1.4472887516021729,0.5162287354469299,1.515599250793457
17,0.5449330806732178,1.440517783164978,0.5486862659454346,1.49053955078125
18,0.5491395592689514,1.421679139137268,0.5100463628768921,1.5265756845474243
19,0.5464627146720886,1.4062992334365845,0.5486862659454346,1.4640836715698242
20,0.5667303800582886,1.3841402530670166,0.5409582853317261,1.4515196084976196
21,0.5728489756584167,1.3703951835632324,0.5394126772880554,1.4541294574737549
22,0.5567877888679504,1.37198007106781,0.557959794998169,1.4199901819229126
23,0.5797322988510132,1.3411959409713745,0.5672333836555481,1.4107052087783813
24,0.5892925262451172,1.3288040161132812,0.5440494418144226,1.4312927722930908
25,0.5839388370513916,1.312050223350525,0.5285934805870056,1.4379390478134155
26,0.5827915668487549,1.3086066246032715,0.5394126772880554,1.4496119022369385
27,0.5843212008476257,1.3012163639068604,0.5486862659454346,1.4183661937713623
28,0.5927342176437378,1.2938154935836792,0.5502318143844604,1.4052411317825317
29,0.5816443562507629,1.289505124092102,0.5641421675682068,1.3679577112197876
30,0.5961759090423584,1.2815395593643188,0.5656877756118774,1.4019802808761597
31,0.5942638516426086,1.2599014043807983,0.557959794998169,1.3686928749084473
32,0.5919694304466248,1.289015769958496,0.5595054030418396,1.3896715641021729
33,0.5984703898429871,1.2517242431640625,0.5687789916992188,1.3395651578903198
34,0.6057361364364624,1.2516989707946777,0.557959794998169,1.355197787284851
35,0.6087954044342041,1.237398386001587,0.5765069723129272,1.3000762462615967
